epochs,loss,forward_loss,seed accuracy,seed precision,seed precision k,seed recall,seed_f1,seed_auc,auc_proj,auc_rec,time
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6610563999999997
1,41.679749488830566,38.17563056945801,0.8917136150234741,0.5622983870967742,0.6595000000000002,0.5331676543681897,0.5473456971837896,0.9310173932833171,0.5628345125726966,0.5609785593578369,1.0266308000000004
2,41.667609214782715,38.17563056945801,0.8676760563380281,0.47759381898454745,0.6595000000000002,0.8271840948193462,0.6055559443006088,0.9310173932833171,0.5583782668154292,0.5618223225602028,0.9900493000000008
3,41.667609214782715,38.17563056945801,0.8676760563380281,0.47759381898454745,0.6595000000000001,0.8271840948193462,0.6055559443006088,0.9310173932833171,0.5583782668154292,0.5618223225602028,0.9388553000000002
